bar_index,bar_open,known_from,open,high,low,close,internal_bias,swing_bias,internal_event,swing_event,region_mask,swing_high,swing_low,bull_ob_upper,bull_ob_lower,bear_ob_upper,bear_ob_lower,bull_fvg_upper,bull_fvg_lower,bear_fvg_upper,bear_fvg_lower,ob_count,fvg_count
155,2026.01.05 02:35,2026.01.05 02:36,108.316662,108.389662,107.885664,107.973664,-1.0,-1.0,-1.0,0.0,2.0,109.409159,99.916,1.7976931348623157e+308,1.7976931348623157e+308,108.845351,108.601092,104.558195,102.432117,1.7976931348623157e+308,1.7976931348623157e+308,2.0,1.0
160,2026.01.05 02:40,2026.01.05 02:41,106.225429,109.457323,106.117429,109.369323,1.0,-1.0,2.0,0.0,769.0,109.409159,99.916,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308,104.558195,102.432117,1.7976931348623157e+308,1.7976931348623157e+308,0.0,1.0
161,2026.01.05 02:41,2026.01.05 02:42,109.369323,109.439323,108.991748,109.103748,1.0,-1.0,0.0,0.0,4.0,109.409159,99.916,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308,108.991748,106.733318,1.7976931348623157e+308,1.7976931348623157e+308,0.0,2.0
162,2026.01.05 02:42,2026.01.05 02:43,109.103748,109.176748,108.860531,108.940531,1.0,-1.0,0.0,0.0,64.0,109.409159,99.680503,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308,108.991748,106.733318,1.7976931348623157e+308,1.7976931348623157e+308,0.0,2.0
174,2026.01.05 02:54,2026.01.05 02:55,108.835952,108.923952,108.562166,108.654166,-1.0,-1.0,-2.0,0.0,2.0,109.409159,99.680503,1.7976931348623157e+308,1.7976931348623157e+308,109.404465,109.17575,108.991748,106.733318,1.7976931348623157e+308,1.7976931348623157e+308,1.0,2.0
180,2026.01.05 03:00,2026.01.05 03:01,108.862977,109.306263,108.782977,109.221263,-1.0,-1.0,0.0,0.0,32.0,109.409159,99.680503,1.7976931348623157e+308,1.7976931348623157e+308,109.404465,109.17575,108.991748,106.733318,1.7976931348623157e+308,1.7976931348623157e+308,1.0,2.0
181,2026.01.05 03:01,2026.01.05 03:02,109.221263,109.657861,109.137263,109.569861,1.0,1.0,2.0,2.0,513.0,109.409159,99.680503,108.544367,108.337205,1.7976931348623157e+308,1.7976931348623157e+308,108.991748,106.733318,1.7976931348623157e+308,1.7976931348623157e+308,2.0,2.0
200,2026.01.05 03:20,2026.01.05 03:21,113.14385,113.22585,107.853628,107.941628,-1.0,1.0,-2.0,0.0,770.0,109.409159,99.680503,99.921292,99.680503,1.7976931348623157e+308,1.7976931348623157e+308,108.991748,106.733318,1.7976931348623157e+308,1.7976931348623157e+308,1.0,2.0
201,2026.01.05 03:21,2026.01.05 03:22,107.941628,108.248189,107.849628,108.163189,-1.0,1.0,0.0,0.0,8.0,109.409159,99.680503,99.921292,99.680503,1.7976931348623157e+308,1.7976931348623157e+308,108.991748,106.733318,112.719135,108.248189,1.0,3.0
202,2026.01.05 03:22,2026.01.05 03:23,108.163189,108.370986,108.067189,108.282986,-1.0,1.0,0.0,0.0,2048.0,109.409159,99.680503,99.921292,99.680503,1.7976931348623157e+308,1.7976931348623157e+308,108.991748,106.733318,1.7976931348623157e+308,1.7976931348623157e+308,1.0,2.0
209,2026.01.05 03:29,2026.01.05 03:30,106.943136,107.031136,106.512553,106.600553,-1.0,1.0,0.0,0.0,1024.0,109.409159,99.680503,99.921292,99.680503,1.7976931348623157e+308,1.7976931348623157e+308,104.558195,102.432117,1.7976931348623157e+308,1.7976931348623157e+308,1.0,1.0
221,2026.01.05 03:41,2026.01.05 03:42,104.888069,104.970069,104.357863,104.457863,-1.0,1.0,0.0,0.0,64.0,109.409159,99.680503,99.921292,99.680503,1.7976931348623157e+308,1.7976931348623157e+308,104.558195,102.432117,1.7976931348623157e+308,1.7976931348623157e+308,1.0,1.0
225,2026.01.05 03:45,2026.01.05 03:46,102.896132,102.969132,102.32115,102.40115,-1.0,1.0,0.0,0.0,1024.0,109.409159,99.680503,99.921292,99.680503,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308,1.0,0.0
239,2026.01.05 03:59,2026.01.05 04:00,101.365019,101.438019,101.075649,101.175649,-1.0,1.0,-1.0,0.0,2.0,109.409159,99.680503,99.921292,99.680503,101.747062,101.537098,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308,2.0,0.0
240,2026.01.05 04:00,2026.01.05 04:01,101.175649,103.060607,101.071649,102.984607,-1.0,1.0,0.0,0.0,512.0,109.409159,99.680503,99.921292,99.680503,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308,1.0,0.0
241,2026.01.05 04:01,2026.01.05 04:02,102.984607,103.063607,102.717778,102.825778,-1.0,1.0,0.0,0.0,4.0,109.409159,99.680503,99.921292,99.680503,1.7976931348623157e+308,1.7976931348623157e+308,102.717778,101.438019,1.7976931348623157e+308,1.7976931348623157e+308,1.0,1.0
242,2026.01.05 04:02,2026.01.05 04:03,102.825778,102.907778,102.619571,102.731571,-1.0,1.0,0.0,0.0,64.0,109.409159,99.680503,99.921292,99.680503,1.7976931348623157e+308,1.7976931348623157e+308,102.717778,101.438019,1.7976931348623157e+308,1.7976931348623157e+308,1.0,1.0
262,2026.01.05 04:22,2026.01.05 04:23,105.961309,106.229761,105.877309,106.150761,1.0,1.0,2.0,0.0,1.0,113.22585,99.680503,105.913972,105.680374,1.7976931348623157e+308,1.7976931348623157e+308,102.717778,101.438019,1.7976931348623157e+308,1.7976931348623157e+308,2.0,1.0
274,2026.01.05 04:34,2026.01.05 04:35,106.022248,106.095248,105.487273,105.583273,-1.0,1.0,-2.0,0.0,258.0,113.22585,99.680503,99.921292,99.680503,107.434771,107.178446,102.717778,101.438019,1.7976931348623157e+308,1.7976931348623157e+308,2.0,1.0
280,2026.01.05 04:40,2026.01.05 04:41,104.132072,107.612787,104.048072,107.542787,1.0,1.0,2.0,0.0,769.0,113.22585,99.680503,99.921292,99.680503,1.7976931348623157e+308,1.7976931348623157e+308,102.717778,101.438019,1.7976931348623157e+308,1.7976931348623157e+308,1.0,1.0
281,2026.01.05 04:41,2026.01.05 04:42,107.542787,107.615787,107.395782,107.483782,1.0,1.0,0.0,0.0,4.0,113.22585,99.680503,99.921292,99.680503,1.7976931348623157e+308,1.7976931348623157e+308,107.395782,104.366004,1.7976931348623157e+308,1.7976931348623157e+308,1.0,2.0
282,2026.01.05 04:42,2026.01.05 04:43,107.483782,107.559782,107.331438,107.423438,1.0,1.0,0.0,0.0,64.0,113.22585,99.680503,99.921292,99.680503,1.7976931348623157e+308,1.7976931348623157e+308,107.395782,104.366004,1.7976931348623157e+308,1.7976931348623157e+308,1.0,2.0
291,2026.01.05 04:51,2026.01.05 04:52,104.767359,104.849359,104.222079,104.314079,1.0,1.0,0.0,0.0,1024.0,113.22585,101.071649,99.921292,99.680503,1.7976931348623157e+308,1.7976931348623157e+308,102.717778,101.438019,1.7976931348623157e+308,1.7976931348623157e+308,1.0,1.0
292,2026.01.05 04:52,2026.01.05 04:53,104.314079,104.399079,103.838098,103.934098,-1.0,1.0,-2.0,0.0,2.0,113.22585,101.071649,99.921292,99.680503,107.615787,107.395782,102.717778,101.438019,1.7976931348623157e+308,1.7976931348623157e+308,2.0,1.0
312,2026.01.05 05:12,2026.01.05 05:13,104.291239,104.709468,104.187239,104.627468,1.0,1.0,2.0,0.0,1.0,113.22585,101.071649,103.984054,103.779174,107.615787,107.395782,102.717778,101.438019,1.7976931348623157e+308,1.7976931348623157e+308,3.0,1.0
320,2026.01.05 05:20,2026.01.05 05:21,107.181689,107.266689,101.651682,101.751682,-1.0,1.0,-2.0,0.0,770.0,113.22585,101.071649,99.921292,99.680503,107.615787,107.395782,102.717778,101.438019,1.7976931348623157e+308,1.7976931348623157e+308,2.0,1.0
321,2026.01.05 05:21,2026.01.05 05:22,101.751682,101.839682,101.629449,101.733449,-1.0,1.0,0.0,0.0,8.0,113.22585,101.071649,99.921292,99.680503,107.615787,107.395782,102.717778,101.438019,106.914198,101.839682,2.0,2.0
323,2026.01.05 05:23,2026.01.05 05:24,101.650953,101.723953,101.423144,101.535144,-1.0,1.0,0.0,0.0,1024.0,113.22585,101.071649,99.921292,99.680503,107.615787,107.395782,1.7976931348623157e+308,1.7976931348623157e+308,106.914198,101.839682,2.0,1.0
330,2026.01.05 05:30,2026.01.05 05:31,101.595122,101.853342,101.491122,101.780342,-1.0,1.0,0.0,0.0,2048.0,113.22585,101.071649,99.921292,99.680503,107.615787,107.395782,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308,2.0,0.0
338,2026.01.05 05:38,2026.01.05 05:39,101.442001,101.518001,100.908713,101.008713,-1.0,-1.0,-1.0,-2.0,2.0,107.615787,101.071649,99.921292,99.680503,102.272897,102.085223,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308,4.0,0.0
340,2026.01.05 05:40,2026.01.05 05:41,100.524448,100.606448,99.917669,100.025669,-1.0,-1.0,0.0,0.0,16.0,107.615787,101.071649,99.921292,99.680503,102.272897,102.085223,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308,4.0,0.0
341,2026.01.05 05:41,2026.01.05 05:42,100.025669,100.110669,99.436805,99.548805,-1.0,-1.0,0.0,0.0,256.0,107.615787,101.071649,1.7976931348623157e+308,1.7976931348623157e+308,102.272897,102.085223,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308,1.7976931348623157e+308,3.0,0.0
361,2026.01.05 06:01,2026.01.05 06:02,96.7778,96.964192,96.6938,96.882192,-1.0,-1.0,0.0,0.0,4.0,107.615787,101.071649,1.7976931348623157e+308,1.7976931348623157e+308,102.272897,102.085223,96.6938,95.175582,1.7976931348623157e+308,1.7976931348623157e+308,3.0,1.0
381,2026.01.05 06:21,2026.01.05 06:22,101.597095,102.209945,101.505095,102.130945,-1.0,-1.0,0.0,0.0,32.0,107.615787,101.071649,1.7976931348623157e+308,1.7976931348623157e+308,102.272897,102.085223,96.6938,95.175582,1.7976931348623157e+308,1.7976931348623157e+308,3.0,1.0
382,2026.01.05 06:22,2026.01.05 06:23,102.130945,102.712214,102.034945,102.630214,1.0,-1.0,2.0,0.0,513.0,107.615787,101.071649,95.175582,94.768992,107.615787,107.395782,96.6938,95.175582,1.7976931348623157e+308,1.7976931348623157e+308,3.0,1.0
396,2026.01.05 06:36,2026.01.05 06:37,103.689506,103.959358,103.609506,103.877358,1.0,-1.0,1.0,0.0,1.0,107.615787,101.071649,103.511068,103.30245,107.615787,107.395782,96.6938,95.175582,1.7976931348623157e+308,1.7976931348623157e+308,4.0,1.0
400,2026.01.05 06:40,2026.01.05 06:41,104.332548,107.916953,104.236548,107.843953,1.0,1.0,0.0,2.0,513.0,107.615787,101.071649,103.511068,103.30245,1.7976931348623157e+308,1.7976931348623157e+308,96.6938,95.175582,1.7976931348623157e+308,1.7976931348623157e+308,3.0,1.0
401,2026.01.05 06:41,2026.01.05 06:42,107.843953,107.919953,107.649448,107.749448,1.0,1.0,0.0,0.0,4.0,107.615787,101.071649,103.511068,103.30245,1.7976931348623157e+308,1.7976931348623157e+308,107.649448,104.402548,1.7976931348623157e+308,1.7976931348623157e+308,3.0,2.0
402,2026.01.05 06:42,2026.01.05 06:43,107.749448,107.828448,107.440684,107.544684,1.0,1.0,0.0,0.0,64.0,107.615787,101.071649,103.511068,103.30245,1.7976931348623157e+308,1.7976931348623157e+308,107.649448,104.402548,1.7976931348623157e+308,1.7976931348623157e+308,3.0,2.0
419,2026.01.05 06:59,2026.01.05 07:00,104.619508,104.707508,104.335158,104.435158,-1.0,1.0,-2.0,0.0,1026.0,107.615787,94.768992,103.511068,103.30245,104.859217,104.642055,96.6938,95.175582,1.7976931348623157e+308,1.7976931348623157e+308,4.0,1.0
423,2026.01.05 07:03,2026.01.05 07:04,103.658022,103.737022,103.348865,103.428865,-1.0,1.0,0.0,0.0,16.0,107.615787,94.768992,103.511068,103.30245,104.859217,104.642055,96.6938,95.175582,1.7976931348623157e+308,1.7976931348623157e+308,4.0,1.0
424,2026.01.05 07:04,2026.01.05 07:05,103.428865,103.510865,103.187505,103.271505,-1.0,1.0,0.0,0.0,256.0,107.615787,94.768992,95.175582,94.768992,104.859217,104.642055,96.6938,95.175582,1.7976931348623157e+308,1.7976931348623157e+308,3.0,1.0
431,2026.01.05 07:11,2026.01.05 07:12,104.511548,105.03265,104.399548,104.95065,1.0,1.0,2.0,0.0,513.0,107.615787,94.768992,103.356569,103.120694,1.7976931348623157e+308,1.7976931348623157e+308,96.6938,95.175582,1.7976931348623157e+308,1.7976931348623157e+308,3.0,1.0
440,2026.01.05 07:20,2026.01.05 07:21,106.639524,106.727524,101.11748,101.22948,-1.0,1.0,-2.0,0.0,770.0,107.615787,94.768992,95.175582,94.768992,1.7976931348623157e+308,1.7976931348623157e+308,96.6938,95.175582,1.7976931348623157e+308,1.7976931348623157e+308,2.0,1.0
441,2026.01.05 07:21,2026.01.05 07:22,101.22948,101.448406,101.14948,101.378406,-1.0,1.0,0.0,0.0,8.0,107.615787,94.768992,95.175582,94.768992,1.7976931348623157e+308,1.7976931348623157e+308,96.6938,95.175582,106.472486,101.448406,2.0,2.0
442,2026.01.05 07:22,2026.01.05 07:23,101.378406,101.678876,101.294406,101.605876,-1.0,1.0,0.0,0.0,2048.0,107.615787,94.768992,95.175582,94.768992,1.7976931348623157e+308,1.7976931348623157e+308,96.6938,95.175582,1.7976931348623157e+308,1.7976931348623157e+308,2.0,1.0
469,2026.01.05 07:49,2026.01.05 07:50,104.300254,104.370254,103.88693,103.97093,-1.0,1.0,-1.0,0.0,2.0,107.919953,94.768992,95.175582,94.768992,104.778778,104.556167,96.6938,95.175582,1.7976931348623157e+308,1.7976931348623157e+308,3.0,1.0
481,2026.01.05 08:01,2026.01.05 08:02,103.523781,103.725817,103.427781,103.640817,-1.0,1.0,0.0,0.0,4.0,107.919953,94.768992,95.175582,94.768992,104.778778,104.556167,103.427781,101.488404,1.7976931348623157e+308,1.7976931348623157e+308,3.0,2.0
486,2026.01.05 08:06,2026.01.05 08:07,103.639222,103.718222,103.407305,103.487305,-1.0,1.0,0.0,0.0,64.0,107.919953,94.768992,95.175582,94.768992,104.778778,104.556167,103.427781,101.488404,1.7976931348623157e+308,1.7976931348623157e+308,3.0,2.0
495,2026.01.05 08:15,2026.01.05 08:16,103.595264,104.108038,103.515264,104.023038,1.0,1.0,2.0,0.0,1.0,107.919953,101.14948,102.966904,102.783616,104.778778,104.556167,103.427781,101.488404,1.7976931348623157e+308,1.7976931348623157e+308,4.0,2.0
496,2026.01.05 08:16,2026.01.05 08:17,104.023038,104.592546,103.939038,104.504546,1.0,1.0,0.0,0.0,32.0,107.919953,101.14948,102.966904,102.783616,104.778778,104.556167,103.427781,101.488404,1.7976931348623157e+308,1.7976931348623157e+308,4.0,2.0
497,2026.01.05 08:17,2026.01.05 08:18,104.504546,105.073537,104.416546,105.003537,1.0,1.0,0.0,0.0,512.0,107.919953,101.14948,102.966904,102.783616,1.7976931348623157e+308,1.7976931348623157e+308,103.427781,101.488404,1.7976931348623157e+308,1.7976931348623157e+308,3.0,2.0
510,2026.01.05 08:30,2026.01.05 08:31,107.610811,108.041228,107.506811,107.953228,1.0,1.0,0.0,1.0,1.0,107.919953,101.14948,102.966904,102.783616,1.7976931348623157e+308,1.7976931348623157e+308,103.427781,101.488404,1.7976931348623157e+308,1.7976931348623157e+308,4.0,2.0
521,2026.01.05 08:41,2026.01.05 08:42,113.469908,113.548908,113.104351,113.216351,1.0,1.0,0.0,0.0,4.0,107.919953,101.14948,102.966904,102.783616,1.7976931348623157e+308,1.7976931348623157e+308,113.104351,110.354665,1.7976931348623157e+308,1.7976931348623157e+308,4.0,3.0
522,2026.01.05 08:42,2026.01.05 08:43,113.216351,113.298351,112.863244,112.94324399999999,1.0,1.0,0.0,0.0,64.0,107.919953,101.14948,102.966904,102.783616,1.7976931348623157e+308,1.7976931348623157e+308,113.104351,110.354665,1.7976931348623157e+308,1.7976931348623157e+308,4.0,3.0
538,2026.01.05 08:58,2026.01.05 08:59,110.80721,110.89521,110.254199,110.362199,1.0,1.0,0.0,0.0,1024.0,107.919953,101.14948,102.966904,102.783616,1.7976931348623157e+308,1.7976931348623157e+308,103.427781,101.488404,1.7976931348623157e+308,1.7976931348623157e+308,4.0,2.0
554,2026.01.05 09:14,2026.01.05 09:15,108.769607,108.842607,108.476595,108.576595,-1.0,1.0,-2.0,0.0,2.0,107.919953,101.14948,102.966904,102.783616,109.306628,109.11434,103.427781,101.488404,1.7976931348623157e+308,1.7976931348623157e+308,5.0,2.0
561,2026.01.05 09:21,2026.01.05 09:22,103.365058,103.818477,103.273058,103.745477,-1.0,1.0,0.0,0.0,8.0,107.919953,101.14948,102.966904,102.783616,109.306628,109.11434,103.427781,101.488404,108.286375,103.818477,5.0,3.0
562,2026.01.05 09:22,2026.01.05 09:23,103.745477,104.25336,103.649477,104.17736,-1.0,1.0,0.0,0.0,2048.0,107.919953,101.14948,102.966904,102.783616,109.306628,109.11434,103.427781,101.488404,1.7976931348623157e+308,1.7976931348623157e+308,5.0,2.0
576,2026.01.05 09:36,2026.01.05 09:37,106.000124,106.255281,105.920124,106.179281,1.0,1.0,2.0,0.0,1.0,113.548908,101.14948,105.961378,105.745579,109.306628,109.11434,103.427781,101.488404,1.7976931348623157e+308,1.7976931348623157e+308,6.0,2.0
588,2026.01.05 09:48,2026.01.05 09:49,106.15454,106.22454,105.623542,105.715542,-1.0,1.0,-2.0,0.0,258.0,113.548908,101.14948,102.966904,102.783616,107.494108,107.263661,103.427781,101.488404,1.7976931348623157e+308,1.7976931348623157e+308,6.0,2.0
601,2026.01.05 10:01,2026.01.05 10:02,105.239697,105.327697,104.742315,104.850315,-1.0,1.0,0.0,0.0,4.0,113.548908,101.14948,102.966904,102.783616,107.494108,107.263661,104.742315,103.849558,1.7976931348623157e+308,1.7976931348623157e+308,6.0,3.0
602,2026.01.05 10:02,2026.01.05 10:03,104.850315,104.920315,104.283512,104.395512,-1.0,1.0,0.0,0.0,64.0,113.548908,101.14948,102.966904,102.783616,107.494108,107.263661,104.742315,103.849558,1.7976931348623157e+308,1.7976931348623157e+308,6.0,3.0
603,2026.01.05 10:03,2026.01.05 10:04,104.395512,104.468512,103.822854,103.902854,-1.0,1.0,0.0,0.0,1024.0,113.548908,101.14948,102.966904,102.783616,107.494108,107.263661,103.427781,101.488404,1.7976931348623157e+308,1.7976931348623157e+308,6.0,2.0
605,2026.01.05 10:05,2026.01.05 10:06,103.406988,103.485988,102.856994,102.944994,-1.0,1.0,0.0,0.0,16.0,113.548908,101.14948,102.966904,102.783616,107.494108,107.263661,103.427781,101.488404,1.7976931348623157e+308,1.7976931348623157e+308,6.0,2.0
606,2026.01.05 10:06,2026.01.05 10:07,102.944994,103.026994,102.459364,102.551364,-1.0,1.0,0.0,0.0,256.0,113.548908,101.14948,101.448406,101.14948,107.494108,107.263661,103.427781,101.488404,1.7976931348623157e+308,1.7976931348623157e+308,5.0,2.0
626,2026.01.05 10:26,2026.01.05 10:27,102.808866,103.210157,102.708866,103.131157,1.0,1.0,2.0,0.0,1.0,113.548908,101.14948,102.531237,102.347782,107.494108,107.263661,103.427781,101.488404,1.7976931348623157e+308,1.7976931348623157e+308,6.0,2.0
640,2026.01.05 10:40,2026.01.05 10:41,105.407302,108.945215,105.323302,108.866215,1.0,1.0,0.0,0.0,512.0,113.548908,101.14948,102.531237,102.347782,109.306628,109.11434,103.427781,101.488404,1.7976931348623157e+308,1.7976931348623157e+308,5.0,2.0
641,2026.01.05 10:41,2026.01.05 10:42,108.866215,108.972518,108.778215,108.890518,1.0,1.0,0.0,0.0,4.0,113.548908,101.14948,102.531237,102.347782,109.306628,109.11434,108.778215,105.575257,1.7976931348623157e+308,1.7976931348623157e+308,5.0,3.0
643,2026.01.05 10:43,2026.01.05 10:44,108.982233,109.218475,108.886233,109.130475,1.0,1.0,0.0,0.0,32.0,113.548908,101.14948,102.531237,102.347782,109.306628,109.11434,108.778215,105.575257,1.7976931348623157e+308,1.7976931348623157e+308,5.0,3.0
644,2026.01.05 10:44,2026.01.05 10:45,109.130475,109.382916,109.030475,109.312916,1.0,1.0,0.0,0.0,512.0,113.548908,101.14948,102.531237,102.347782,1.7976931348623157e+308,1.7976931348623157e+308,108.778215,105.575257,1.7976931348623157e+308,1.7976931348623157e+308,4.0,3.0
652,2026.01.05 10:52,2026.01.05 10:53,109.066929,109.139929,108.548866,108.644866,1.0,1.0,0.0,0.0,64.0,113.548908,101.14948,102.531237,102.347782,1.7976931348623157e+308,1.7976931348623157e+308,108.778215,105.575257,1.7976931348623157e+308,1.7976931348623157e+308,4.0,3.0
663,2026.01.05 11:03,2026.01.05 11:04,105.675808,105.760808,105.50071,105.60471,1.0,1.0,0.0,0.0,1024.0,113.548908,101.888289,102.531237,102.347782,1.7976931348623157e+308,1.7976931348623157e+308,103.427781,101.488404,1.7976931348623157e+308,1.7976931348623157e+308,4.0,2.0
673,2026.01.05 11:13,2026.01.05 11:14,102.707035,102.780035,102.363159,102.471159,1.0,1.0,0.0,0.0,16.0,113.548908,101.888289,102.531237,102.347782,1.7976931348623157e+308,1.7976931348623157e+308,103.427781,101.488404,1.7976931348623157e+308,1.7976931348623157e+308,4.0,2.0
674,2026.01.05 11:14,2026.01.05 11:15,102.471159,102.547159,102.23709,102.34909,1.0,1.0,0.0,0.0,256.0,113.548908,101.888289,101.448406,101.14948,1.7976931348623157e+308,1.7976931348623157e+308,103.427781,101.488404,1.7976931348623157e+308,1.7976931348623157e+308,3.0,2.0
675,2026.01.05 11:15,2026.01.05 11:16,102.34909,102.42809,102.265167,102.345167,-1.0,1.0,-2.0,0.0,2.0,113.548908,101.888289,101.448406,101.14948,109.827257,109.546001,103.427781,101.488404,1.7976931348623157e+308,1.7976931348623157e+308,4.0,2.0
